"date","gdp_growth","nfci"
2008-01-01,-1.71071023601286,0.654846153846154
2008-04-01,2.37465037252633,0.631461538461538
2008-07-01,-2.1065695211135,0.931692307692308
2008-10-01,-8.85336509579417,2.76530769230769
2009-01-01,-4.5654525439609,2.17569230769231
2009-04-01,-0.715242887051204,1.13138461538462
2009-07-01,1.40230861885584,0.350769230769231
2009-10-01,4.30045415169786,-0.014
2010-01-01,1.9333240882716,-0.247769230769231
2010-04-01,3.85173992904342,-0.225846153846154
2010-07-01,3.07250908200132,-0.242923076923077
2010-10-01,2.09494545778028,-0.442428571428571
2011-01-01,-0.949946694419879,-0.570666666666667
2011-04-01,2.69721498746662,-0.566384615384615
2011-07-01,-0.0892609023139812,-0.251285714285714
2011-10-01,4.46715872458583,-0.0903846153846154
2012-01-01,3.34037672751606,-0.363615384615385
2012-04-01,1.78136650652903,-0.314230769230769
2012-07-01,0.575697505944817,-0.422
2012-10-01,0.462294966300192,-0.558769230769231
2013-01-01,3.92690370620628,-0.646769230769231
2013-04-01,1.06911530605487,-0.684692307692308
2013-07-01,3.39115862099888,-0.661923076923077
2013-10-01,3.47185609530527,-0.747538461538462
2014-01-01,-1.38277125986406,-0.773153846153846
2014-04-01,5.13427609165973,-0.780307692307692
2014-07-01,4.83225933031264,-0.726153846153846
2014-10-01,2.01783440617334,-0.634615384615385
2015-01-01,3.58581915076996,-0.527769230769231
2015-04-01,2.46997863301459,-0.553384615384615
2015-07-01,1.59778484627608,-0.460538461538462
2015-10-01,0.737236690842025,-0.427692307692308
2016-01-01,2.3113866073885,-0.308076923076923
2016-04-01,1.28243826506917,-0.374384615384615
2016-07-01,2.82754367644173,-0.357214285714286
2016-10-01,2.21107411448429,-0.419615384615385
2017-01-01,1.94283493241443,-0.489923076923077
2017-04-01,2.23324440519121,-0.537307692307692
2017-07-01,3.14172610273928,-0.571692307692308
2017-10-01,4.48297110775755,-0.603461538461538
2018-01-01,3.24047781966783,-0.562769230769231
2018-04-01,2.11768492150739,-0.545692307692308
2018-07-01,2.48704193009033,-0.579923076923077
2018-10-01,0.566175993273532,-0.499307692307692
2019-01-01,2.48950916290696,-0.544307692307692
2019-04-01,3.32671117315826,-0.591307692307692
2019-07-01,4.65284103236385,-0.543538461538462
2019-10-01,2.71825438722146,-0.550230769230769
2020-01-01,-5.30024788318642,-0.345769230769231
2020-04-01,-32.8172824161079,-0.0770769230769231
2020-07-01,29.9029985449792,-0.476076923076923
2020-10-01,4.50855586281733,-0.539769230769231
2021-01-01,5.54465861389559,-0.624692307692308
2021-04-01,6.75028541670528,-0.681615384615385
2021-07-01,3.28667165676748,-0.655307692307692
2021-10-01,6.80480923588576,-0.5875
2022-01-01,-1.0204951651815,-0.473666666666667
2022-04-01,0.625698380341078,-0.287153846153846
2022-07-01,2.87722533011703,-0.186857142857143
2022-10-01,2.75147654012926,-0.159923076923077
2023-01-01,2.88497467969933,-0.247538461538462
2023-04-01,2.50363621920613,-0.200769230769231
2023-07-01,4.58801095843668,-0.302461538461538
2023-10-01,3.36205961058766,-0.316461538461538
2024-01-01,0.838565765857879,-0.412307692307692
2024-04-01,3.52635541709461,-0.406153846153846
2024-07-01,3.28558125961962,-0.382846153846154
2024-10-01,1.83528197133214,-0.459153846153846
2025-01-01,-0.650594422568673,-0.476769230769231
2025-04-01,3.7662126431826,-0.435
2025-07-01,4.28237936104168,-0.518461538461539
2025-10-01,0.481089021121761,-0.514
2026-01-01,1.6081366811747,-0.520769230769231
