potential_taus,TE_lower,TE_upper,TE_FRD_CIs_manipulation_lower,TE_FRD_CIs_manipulation_upper
0.025,72.1396257839565,95.0896768210876,64.9770896016599,102.29863961739
0.05,56.3190725395334,103.573803878094,49.0526264418336,110.897477607079
0.06369131,47.1612580527344,108.140550603101,39.8105263018537,115.509530038975
0.1,21.0074385264826,120.39685364117,13.3479862700555,127.788054021108
0.2,-56.6376908102043,156.039215223438,-64.224665428121,163.749936264749
