potential_taus,TE_lower,TE_upper,TE_FRD_CIs_manipulation_lower,TE_FRD_CIs_manipulation_upper
0.025,39.4892648477579,45.4660323076803,37.5516722822091,47.4360380056338
0.05,36.9753808973587,49.2949084574745,35.0732677229581,51.2260871509191
0.06369131,35.7168114999092,51.3475477521249,33.851531467862,53.2576855341194
0.1,33.7812667845763,56.571202968236,31.892533845606,58.4214744356411
0.2,27.6845809227518,69.016728966468,25.6935113710881,70.6937084307517
