1,VOW.DE,DAX,18.09.2015,VW Group,-10,10,-11,250
2,PAH3.DE,DAX,18.09.2015,VW Group,-10,10,-11,250
3,BMW.DE,DAX,18.09.2015,Other,-10,10,-11,250
