company_id,company_source,month_id,m_after,month_join_id,join_lag,m_log_rev_usd
82,84,14,0,29,-15,10.097898
82,84,15,0,29,-14,10.091978
82,84,16,0,29,-13,9.7256899
82,84,17,0,29,-12,9.6677227
82,84,18,0,29,-11,9.2869596
82,84,19,0,29,-10,8.9361315
82,84,20,0,29,-9,8.971591
82,84,21,0,29,-8,10.136019
82,84,22,0,29,-7,10.835098
82,84,23,0,29,-6,10.610425
82,84,24,0,29,-5,10.127744
83,85,5,0,29,-24,7.5735264
83,85,6,0,29,-23,7.6963181
83,85,7,0,29,-22,7.0498538
83,85,8,0,29,-21,6.929419
83,85,22,0,29,-7,5.8231049
84,86,6,0,30,-24,8.7248363
84,86,7,0,30,-23,7.9954662
84,86,8,0,30,-22,7.8975463
84,86,9,0,30,-21,8.3808603
84,86,10,0,30,-20,8.2913256
84,86,11,0,30,-19,7.5596886
84,86,12,0,30,-18,7.6247478
84,86,13,0,30,-17,7.8893256
84,86,14,0,30,-16,7.8099642
84,86,15,0,30,-15,7.3242302
84,86,16,0,30,-14,7.8107257
84,86,17,0,30,-13,9.5071802
84,86,18,0,30,-12,9.7205811
84,86,19,0,30,-11,8.8181696
84,86,20,0,30,-10,8.9327898
84,86,21,0,30,-9,8.8457899
84,86,22,0,30,-8,8.7397442
84,86,23,0,30,-7,8.2468033
84,86,24,0,30,-6,7.8905373
85,87,14,0,38,-24,9.3853931
85,87,15,0,38,-23,9.7770319
85,87,16,0,38,-22,9.8277225
85,87,17,0,38,-21,9.6998138
85,87,18,0,38,-20,9.998601
85,87,19,0,38,-19,10.148756
85,87,20,0,38,-18,9.8617134
85,87,21,0,38,-17,9.8882656
85,87,22,0,38,-16,9.7575121
85,87,23,0,38,-15,9.8744802
85,87,24,0,38,-14,9.9114122
86,88,13,0,31,-18,8.4721622
86,88,14,0,31,-17,8.5177469
86,88,15,0,31,-16,8.3893776
86,88,16,0,31,-15,8.5266418
86,88,17,0,31,-14,8.5675697
86,88,18,0,31,-13,8.3254709
86,88,19,0,31,-12,8.4697647
86,88,20,0,31,-11,8.6110773
86,88,21,0,31,-10,8.096406
86,88,22,0,31,-9,7.9863806
86,88,23,0,31,-8,7.9654913
86,88,24,0,31,-7,8.176897
87,89,10,0,34,-24,9.0539484
87,89,11,0,34,-23,9.1249094
87,89,12,0,34,-22,9.451951
87,89,13,0,34,-21,9.0258417
87,89,14,0,34,-20,9.2588511
87,89,15,0,34,-19,10.333249
87,89,16,0,34,-18,10.602513
87,89,17,0,34,-17,11.4164
87,89,18,0,34,-16,10.555767
87,89,19,0,34,-15,9.1177845
87,89,20,0,34,-14,9.4753666
87,89,21,0,34,-13,9.5974512
87,89,22,0,34,-12,9.7668686
87,89,23,0,34,-11,9.5163364
87,89,24,0,34,-10,9.8568392
88,90,8,0,32,-24,9.4382782
88,90,9,0,32,-23,9.2106037
88,90,10,0,32,-22,9.0278769
88,90,11,0,32,-21,9.1686478
88,90,12,0,32,-20,9.405818
88,90,13,0,32,-19,10.360786
88,90,14,0,32,-18,10.00351
88,90,15,0,32,-17,9.1364574
88,90,16,0,32,-16,8.5638943
88,90,17,0,32,-15,8.7084007
88,90,18,0,32,-14,8.425746
88,90,19,0,32,-13,8.5982904
88,90,20,0,32,-12,9.2856874
88,90,21,0,32,-11,8.9364119
88,90,22,0,32,-10,8.7073498
88,90,23,0,32,-9,9.0689983
88,90,24,0,32,-8,9.6614113
89,91,9,0,33,-24,6.2684107
89,91,10,0,33,-23,5.9633832
89,91,11,0,33,-22,6.2948446
89,91,12,0,33,-21,6.6921487
89,91,13,0,33,-20,7.680191
89,91,14,0,33,-19,8.2496691
89,91,15,0,33,-18,8.4808464
89,91,16,0,33,-17,7.8838768
89,91,17,0,33,-16,8.1797295
89,91,18,0,33,-15,7.6141882
89,91,19,0,33,-14,8.6912479
89,91,20,0,33,-13,8.5458679
89,91,21,0,33,-12,8.5580549
89,91,22,0,33,-11,8.6154613
89,91,23,0,33,-10,8.5907726
89,91,24,0,33,-9,8.5116377
90,92,8,0,32,-24,7.1088581
90,92,9,0,32,-23,8.1243153
90,92,10,0,32,-22,7.3290563
90,92,11,0,32,-21,6.7363214
90,92,12,0,32,-20,6.6352401
90,92,13,0,32,-19,6.6356249
90,92,14,0,32,-18,6.5321312
90,92,15,0,32,-17,7.0425386
90,92,16,0,32,-16,8.4009161
90,92,17,0,32,-15,6.9618006
90,92,18,0,32,-14,7.0944762
90,92,19,0,32,-13,7.4677191
90,92,20,0,32,-12,7.7421513
90,92,21,0,32,-11,7.5081844
90,92,22,0,32,-10,7.371861
90,92,23,0,32,-9,8.5564852
90,92,24,0,32,-8,7.4814763
91,93,9,0,33,-24,7.9119639
91,93,10,0,33,-23,7.2318053
91,93,11,0,33,-22,7.1586852
91,93,12,0,33,-21,7.1251879
91,93,13,0,33,-20,7.02702
91,93,14,0,33,-19,7.1293607
91,93,15,0,33,-18,7.4541407
91,93,16,0,33,-17,7.8105955
91,93,17,0,33,-16,7.6590199
91,93,18,0,33,-15,8.1239958
91,93,19,0,33,-14,7.1046176
91,93,20,0,33,-13,7.1914248
91,93,21,0,33,-12,7.2960038
91,93,22,0,33,-11,7.2998137
91,93,23,0,33,-10,7.6319118
91,93,24,0,33,-9,7.9498463
92,94,9,0,33,-24,8.3547268
92,94,10,0,33,-23,7.6736383
92,94,11,0,33,-22,7.1120915
92,94,12,0,33,-21,7.5199256
92,94,13,0,33,-20,5.9503131
92,94,14,0,33,-19,8.818119
92,94,15,0,33,-18,8.2193766
92,94,16,0,33,-17,7.1763372
92,94,17,0,33,-16,8.5779781
92,94,18,0,33,-15,7.8846421
92,94,19,0,33,-14,8.2495136
92,94,20,0,33,-13,6.9448929
92,94,21,0,33,-12,8.6272936
92,94,22,0,33,-11,8.4490118
92,94,23,0,33,-10,7.7704043
92,94,24,0,33,-9,7.2168465
93,95,10,0,34,-24,6.5228457
93,95,11,0,34,-23,7.4983902
93,95,12,0,34,-22,7.3420377
93,95,13,0,34,-21,7.8081026
93,95,14,0,34,-20,7.8324018
93,95,15,0,34,-19,7.7577806
93,95,16,0,34,-18,7.912591
93,95,17,0,34,-17,8.3218956
93,95,18,0,34,-16,6.5550241
93,95,19,0,34,-15,8.7507467
93,95,20,0,34,-14,7.3114605
93,95,21,0,34,-13,8.317234
93,95,22,0,34,-12,7.1794014
93,95,23,0,34,-11,7.7176342
93,95,24,0,34,-10,7.3320408
94,96,10,0,34,-24,6.4916048
94,96,11,0,34,-23,7.2984176
94,96,12,0,34,-22,7.4157901
94,96,13,0,34,-21,7.532464
94,96,14,0,34,-20,8.1567907
94,96,15,0,34,-19,8.6088047
94,96,16,0,34,-18,8.9419851
94,96,17,0,34,-17,8.8784285
94,96,18,0,34,-16,9.0984306
94,96,19,0,34,-15,9.3524036
94,96,20,0,34,-14,9.1737423
94,96,21,0,34,-13,9.1133814
94,96,22,0,34,-12,9.0479527
94,96,23,0,34,-11,9.0141363
94,96,24,0,34,-10,9.3489761
95,97,11,0,34,-23,10.121552
95,97,12,0,34,-22,9.8671083
95,97,13,0,34,-21,9.8571138
95,97,14,0,34,-20,9.9506645
95,97,15,0,34,-19,10.520132
95,97,16,0,34,-18,9.7604179
95,97,17,0,34,-17,10.639088
95,97,18,0,34,-16,10.66711
95,97,19,0,34,-15,10.080743
95,97,20,0,34,-14,10.053711
95,97,21,0,34,-13,9.8582277
95,97,22,0,34,-12,10.406936
95,97,23,0,34,-11,9.3232851
95,97,24,0,34,-10,9.981123
96,98,11,0,35,-24,9.2936201
96,98,12,0,35,-23,9.1516504
96,98,13,0,35,-22,9.1418514
96,98,14,0,35,-21,9.1776447
96,98,15,0,35,-20,8.985568
96,98,16,0,35,-19,9.0656261
96,98,17,0,35,-18,9.5534325
96,98,18,0,35,-17,8.5354099
96,98,19,0,35,-16,8.6712551
96,98,20,0,35,-15,8.9701319
96,98,21,0,35,-14,9.0562639
96,98,22,0,35,-13,9.2165546
96,98,23,0,35,-12,9.1521196
96,98,24,0,35,-11,9.1524334
97,99,11,0,35,-24,9.3893471
97,99,12,0,35,-23,8.9048042
97,99,13,0,35,-22,9.0263777
97,99,14,0,35,-21,9.4954433
97,99,15,0,35,-20,9.1509695
97,99,16,0,35,-19,8.9117804
97,99,17,0,35,-18,9.5457401
97,99,18,0,35,-17,9.1873455
97,99,19,0,35,-16,8.916151
97,99,20,0,35,-15,9.1140146
97,99,21,0,35,-14,8.8089075
97,99,22,0,35,-13,8.6746244
97,99,23,0,35,-12,8.4660006
97,99,24,0,35,-11,8.3279829
98,100,12,0,36,-24,9.6135912
98,100,13,0,36,-23,9.5998316
98,100,14,0,36,-22,9.7304144
98,100,15,0,36,-21,10.009241
98,100,16,0,36,-20,10.23551
98,100,17,0,36,-19,11.03896
98,100,18,0,36,-18,11.723716
98,100,19,0,36,-17,10.41682
98,100,20,0,36,-16,10.452908
98,100,21,0,36,-15,10.402369
98,100,22,0,36,-14,9.6776991
98,100,23,0,36,-13,9.4494562
98,100,24,0,36,-12,9.6507359
99,101,12,0,36,-24,5.7810664
99,101,13,0,36,-23,6.1222625
99,101,14,0,36,-22,6.0601015
99,101,15,0,36,-21,7.1949224
99,101,16,0,36,-20,6.9548883
99,101,17,0,36,-19,7.9384437
99,101,18,0,36,-18,7.5919638
99,101,19,0,36,-17,7.0926051
99,101,20,0,36,-16,6.659441
99,101,21,0,36,-15,7.6524725
99,101,22,0,36,-14,7.7863407
99,101,23,0,36,-13,7.9623737
99,101,24,0,36,-12,7.670558
100,102,14,0,38,-24,8.5607948
100,102,15,0,38,-23,8.5350542
100,102,16,0,38,-22,9.0622549
100,102,17,0,38,-21,9.3497038
100,102,18,0,38,-20,9.5472002
100,102,19,0,38,-19,9.0339499
100,102,20,0,38,-18,8.9242306
100,102,21,0,38,-17,8.7726898
100,102,22,0,38,-16,8.8432026
100,102,23,0,38,-15,8.8033495
100,102,24,0,38,-14,8.6281595
101,103,14,0,38,-24,9.4115839
101,103,15,0,38,-23,9.1898708
101,103,16,0,38,-22,9.0622711
101,103,17,0,38,-21,9.4225178
101,103,18,0,38,-20,9.3250122
101,103,19,0,38,-19,8.7388687
101,103,20,0,38,-18,8.4583492
101,103,21,0,38,-17,8.4784451
101,103,22,0,38,-16,9.0971375
101,103,23,0,38,-15,8.8621273
101,103,24,0,38,-14,9.0582037
102,104,15,0,39,-24,10.392209
102,104,16,0,39,-23,10.230007
102,104,17,0,39,-22,10.228794
102,104,18,0,39,-21,10.323405
102,104,19,0,39,-20,10.454779
102,104,20,0,39,-19,10.429038
102,104,21,0,39,-18,10.353307
102,104,22,0,39,-17,11.53793
102,104,23,0,39,-16,11.503161
102,104,24,0,39,-15,11.454059
103,105,15,0,39,-24,7.2725816
103,105,16,0,39,-23,7.9666429
103,105,17,0,39,-22,8.7544041
103,105,18,0,39,-21,7.4598517
103,105,19,0,39,-20,8.1720371
103,105,20,0,39,-19,7.6519046
103,105,21,0,39,-18,7.7331228
103,105,22,0,39,-17,8.2645798
103,105,23,0,39,-16,7.6912217
103,105,24,0,39,-15,7.8706689
104,106,16,0,40,-24,7.042213
104,106,17,0,40,-23,7.2171574
104,106,18,0,40,-22,7.3731356
104,106,19,0,40,-21,7.0900803
104,106,20,0,40,-20,7.4358311
104,106,21,0,40,-19,7.4329658
104,106,22,0,40,-18,7.1532331
104,106,23,0,40,-17,7.4272513
104,106,24,0,40,-16,7.1237092
105,107,16,0,40,-24,7.3429446
105,107,17,0,40,-23,7.430593
105,107,18,0,40,-22,7.2348542
105,107,19,0,40,-21,6.5867958
105,107,20,0,40,-20,6.7889242
105,107,21,0,40,-19,6.720881
105,107,22,0,40,-18,6.876266
105,107,23,0,40,-17,6.7827649
105,107,24,0,40,-16,7.0166092
